Options:
Model:                           MultiState
Tree File Name:                  Artiodactyl.trees
Data File Name:                  Artiodactyl.txt
Log File Name:                   Artiodactyl_multistate_run1.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            891445382
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      20005000
Burn in:                         5000
MCMC ML Start:                   False
Schedule File:                   Artiodactyl_multistate_run1.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               D,G
Using a covarion model:          False
Normalise Q Matrix:              False
Tags:	2
	TVarNode	5	Sheep Goat Cow Buffalo Pronghorn 
	TRecNode	4	Porpoise Dolphin FKWhale Whale 
Restrictions:
    qDG                          None
    qGD                          None
Prior Information:
    Prior Categories:            100
    Priors
        qDG - exp 10.00 
        qGD - exp 10.00 
Node reconstruction / fossilisation:
	Node VarNode TVarNode
	Node RecNode TRecNode
Tree Information
     Trees:                      500
     Taxa:                       17
     Sites:                      1
     States:                     2
Iteration	Lh	Tree No	qDG	qGD	Root P(D)	Root P(G)	VarNode P(D)	VarNode P(G)	RecNode P(D)	RecNode P(G)	
18000	-9.291586	309	3.971684	1.038671	0.186454	0.813546	--	--	0.005828	0.994172	
19000	-7.590997	321	4.528479	7.840453	0.236194	0.763806	--	--	0.008037	0.991963	
20000	-9.336881	83	13.062820	3.737800	0.452170	0.547830	0.881103	0.118897	0.133906	0.866094	
21000	-8.516479	271	18.976912	10.634477	0.449644	0.550356	--	--	0.122756	0.877244	
22000	-7.984635	136	8.282752	2.890560	0.332544	0.667456	--	--	0.021133	0.978867	
23000	-7.846373	209	9.451432	5.291780	0.300987	0.699013	0.969833	0.030167	0.001814	0.998186	
24000	-7.701667	39	6.978854	7.452569	0.253358	0.746642	0.958609	0.041391	0.041118	0.958882	
25000	-8.363981	270	19.410989	10.987180	0.464253	0.535747	--	--	0.042454	0.957546	
26000	-9.461396	493	5.961608	0.180650	0.795744	0.204256	0.999922	0.000078	0.020715	0.979285	
27000	-8.118044	206	6.108966	8.874438	0.259855	0.740145	0.952043	0.047957	0.009332	0.990668	
28000	-7.707576	194	10.204649	11.377562	0.318477	0.681523	--	--	0.060107	0.939893	
29000	-7.747815	303	8.053233	3.908332	0.364951	0.635049	0.982492	0.017508	0.017887	0.982113	
30000	-8.210258	161	10.478711	4.869138	0.390898	0.609102	--	--	0.055290	0.944710	
31000	-7.951960	49	6.265139	13.630757	0.190424	0.809576	--	--	0.025192	0.974808	
32000	-8.133121	61	7.410838	4.395320	0.187459	0.812541	0.976613	0.023387	0.020109	0.979891	
33000	-9.054817	151	0.735462	4.317135	0.004290	0.995710	--	--	0.000445	0.999555	
34000	-7.745734	51	10.063181	7.084197	0.377790	0.622210	--	--	0.036635	0.963365	
35000	-7.950169	426	7.160260	8.824942	0.258881	0.741119	0.775252	0.224748	0.034237	0.965763	
36000	-8.210093	475	9.618133	15.746831	0.353304	0.646696	0.902238	0.097762	0.029528	0.970472	
37000	-7.670993	240	3.883857	6.662486	0.105993	0.894007	0.756670	0.243330	0.006128	0.993872	
38000	-7.465285	84	11.449598	10.206904	0.373907	0.626093	0.971399	0.028601	0.019789	0.980211	
39000	-8.502846	21	16.079515	7.231334	0.447704	0.552296	0.962375	0.037625	0.119916	0.880084	
40000	-7.957016	476	9.650169	3.664330	0.265320	0.734680	0.993627	0.006373	0.030474	0.969526	
41000	-8.394700	229	7.401434	1.259248	0.402365	0.597635	0.946116	0.053884	0.005961	0.994039	
42000	-8.019007	469	12.477053	11.804671	0.343655	0.656345	0.911146	0.088854	0.079926	0.920074	
43000	-9.364343	15	16.991535	8.721636	0.425096	0.574904	0.810983	0.189017	0.058293	0.941707	
44000	-8.648339	99	10.964658	0.538918	0.840153	0.159847	0.990285	0.009715	0.025794	0.974206	
45000	-8.316779	292	3.084798	4.977898	0.068200	0.931800	0.921472	0.078528	0.005137	0.994863	
46000	-8.660118	111	2.152570	7.777868	0.041507	0.958493	0.616813	0.383187	0.001404	0.998596	
47000	-9.375957	4	5.765712	0.249636	0.893557	0.106443	--	--	0.018052	0.981948	
48000	-7.327916	18	5.243158	9.206750	0.115422	0.884578	0.655444	0.344556	0.006962	0.993038	
49000	-7.411904	93	7.252134	4.424042	0.229809	0.770191	0.924095	0.075905	0.019438	0.980562	
50000	-7.851156	151	6.552115	5.339022	0.213552	0.786448	--	--	0.029754	0.970246	
51000	-8.763723	122	11.959255	15.683114	0.408046	0.591954	--	--	0.126511	0.873489	
52000	-8.745584	97	8.536992	11.368803	0.374200	0.625800	0.903506	0.096494	0.046180	0.953820	
53000	-9.103024	387	18.790820	9.343414	0.424915	0.575085	0.712205	0.287795	0.090132	0.909868	
54000	-9.324891	69	18.515966	5.335338	0.434196	0.565804	--	--	0.103378	0.896622	
55000	-7.805553	43	4.552880	1.984815	0.274727	0.725273	0.995253	0.004747	0.013424	0.986576	
56000	-8.546365	220	1.232008	3.818275	0.013803	0.986197	--	--	0.000657	0.999343	
57000	-8.259786	98	9.325292	3.528142	0.331611	0.668389	0.991535	0.008465	0.033001	0.966999	
58000	-8.474937	162	5.419533	3.383640	0.186314	0.813686	--	--	0.017434	0.982566	
59000	-7.915152	170	3.428288	8.443251	0.101374	0.898626	--	--	0.004102	0.995898	
60000	-7.496733	306	8.391061	6.484908	0.215558	0.784442	--	--	0.028605	0.971395	
61000	-9.020239	283	13.061812	1.576754	0.413189	0.586811	--	--	0.083586	0.916414	
62000	-9.836168	396	1.023958	1.200276	0.033619	0.966381	--	--	0.000474	0.999526	
63000	-7.928998	102	3.980447	10.141188	0.114803	0.885197	0.837653	0.162347	0.005660	0.994340	
